YearsSinceLastPromotion,JobSatisfaction,JobLevel,JobRole,YearsInCurrentRole,WorkLifeBalance,JobInvolvement,Gender,Department,RelationshipSatisfaction,YearsAtCompany,MonthlyIncome,TrainingTimesLastYear,MaritalStatus,EnvironmentSatisfaction,Age,HourlyRate,PerformanceRating,Attrition,DistanceFromHome,OverTime,NumCompaniesWorked
4,4,1,Analyst,3,3,4,Male,HR,1,2,12788,75,Single,2,40,88,2,No,32,No,2
0,1,2,Manager,2,4,1,Female,HR,4,26,4145,83,Single,2,39,38,2,No,49,No,2
2,3,5,Executive,4,4,2,Female,Sales,3,6,4627,13,Single,4,45,33,1,No,41,No,1
0,5,1,Assistant,11,2,1,Male,Marketing,3,21,13050,91,Married,4,23,65,2,Yes,12,Yes,2
0,3,5,Assistant,8,1,4,Female,Finance,3,12,12674,32,Single,1,41,95,3,Yes,9,Yes,1
8,1,4,Executive,6,1,2,Female,Marketing,2,29,19753,42,Married,3,34,16,1,No,18,No,2
5,5,5,Analyst,1,4,1,Female,Marketing,3,1,17264,41,Divorced,1,59,24,4,No,2,Yes,1
7,5,4,Analyst,5,2,4,Male,Marketing,1,15,19958,45,Married,3,40,83,3,No,5,No,3
4,3,4,Executive,13,2,4,Female,Marketing,3,3,18759,46,Divorced,2,34,20,3,No,2,Yes,1
8,1,4,Assistant,12,1,1,Male,Marketing,4,28,19088,87,Married,2,41,76,3,Yes,22,No,4
3,1,5,Executive,11,2,4,Male,HR,1,10,8504,1,Married,3,47,80,1,No,2,Yes,1
9,3,4,Analyst,10,4,3,Male,IT,1,6,11020,69,Single,3,33,22,3,No,2,No,3
7,3,4,Manager,11,3,2,Male,Finance,4,5,17404,32,Married,3,46,82,3,No,25,No,1
5,5,3,Assistant,8,2,4,Male,Finance,4,22,5572,68,Single,3,59,73,3,No,21,No,3
9,1,2,Executive,1,3,1,Female,HR,4,8,15271,58,Single,4,47,64,4,No,28,No,1
4,2,4,Manager,6,4,3,Female,HR,4,6,12348,43,Single,2,45,50,2,No,45,No,1
4,1,1,Analyst,11,2,4,Male,Marketing,4,11,10193,87,Married,4,21,22,3,Yes,12,Yes,1
2,5,1,Assistant,7,4,2,Female,IT,4,14,11950,27,Single,2,44,31,4,Yes,45,No,1
3,3,3,Executive,13,1,4,Female,Finance,3,21,5748,47,Divorced,2,22,73,1,No,30,No,2
9,5,5,Analyst,5,1,3,Female,Sales,2,27,8405,63,Divorced,2,27,92,2,No,13,No,1
4,2,5,Executive,4,2,2,Female,HR,3,20,18805,96,Married,4,52,22,3,No,25,Yes,1
8,1,5,Executive,14,2,2,Female,Sales,2,5,12021,57,Single,1,54,92,2,No,4,Yes,3
9,2,4,Assistant,7,4,3,Female,Finance,2,13,12040,17,Divorced,2,25,57,1,No,15,No,2
2,1,5,Analyst,9,1,4,Female,HR,2,27,10899,88,Married,3,58,77,2,No,32,Yes,2
4,5,5,Analyst,4,2,4,Male,Finance,2,9,9981,36,Married,4,42,95,4,No,1,Yes,1
8,2,2,Manager,3,1,2,Male,HR,1,10,7344,28,Married,1,44,26,4,No,28,Yes,3
0,5,4,Analyst,14,1,3,Male,Finance,3,11,16402,51,Married,3,38,98,1,No,22,Yes,2
4,5,4,Analyst,10,1,1,Female,Sales,4,6,10203,60,Married,4,24,70,3,No,31,No,3
3,5,1,Assistant,4,3,3,Female,IT,2,21,16318,76,Single,1,30,63,2,No,31,No,3
0,2,1,Manager,5,4,4,Male,HR,4,27,12721,52,Single,1,31,66,2,No,8,Yes,1
0,1,2,Assistant,9,3,1,Female,Sales,4,27,8440,79,Single,3,29,25,1,No,32,No,3
6,5,3,Analyst,11,3,4,Female,Finance,4,24,13441,76,Single,1,27,41,3,No,28,Yes,1
5,5,4,Manager,1,1,3,Male,Sales,1,5,5892,19,Married,2,43,76,1,No,13,No,4
0,3,1,Assistant,9,1,1,Male,HR,4,5,9687,66,Married,1,47,23,2,No,35,No,3
3,3,5,Manager,9,2,3,Male,Sales,1,16,9304,42,Divorced,2,55,96,1,No,15,No,2
6,2,4,Analyst,8,3,3,Female,Finance,3,24,18389,57,Divorced,1,56,50,1,No,13,Yes,1
5,4,4,Manager,13,1,1,Female,Marketing,4,25,7454,13,Single,3,40,60,3,No,29,No,3
9,5,4,Manager,10,2,3,Female,IT,4,8,5171,11,Married,1,27,98,4,No,47,No,3
1,2,1,Manager,8,4,1,Male,IT,2,15,11469,32,Divorced,1,28,43,2,No,44,No,2
8,1,2,Analyst,8,2,2,Male,Marketing,1,15,7621,80,Divorced,1,34,82,1,No,30,Yes,3
9,2,1,Analyst,4,3,1,Female,HR,4,9,15905,81,Divorced,1,59,93,3,No,49,Yes,1
2,5,5,Manager,13,3,3,Male,Sales,2,15,3269,11,Divorced,4,37,55,4,No,24,No,2
1,1,5,Assistant,7,3,3,Male,Sales,1,25,16825,44,Single,1,39,42,2,No,15,No,2
0,3,3,Assistant,14,1,2,Female,Marketing,4,8,8226,25,Married,1,25,78,3,No,40,Yes,3
2,5,1,Analyst,2,1,2,Male,Marketing,2,14,8253,27,Single,3,31,38,3,No,31,No,3
5,3,1,Executive,3,4,2,Male,Finance,1,7,16720,76,Divorced,2,21,30,3,No,25,Yes,4
9,5,3,Assistant,8,3,2,Male,Finance,3,29,16762,11,Divorced,3,26,36,2,No,40,No,4
0,1,3,Manager,4,2,2,Female,IT,3,23,11726,56,Married,3,35,61,2,No,19,Yes,1
1,5,4,Executive,10,1,3,Female,HR,4,12,5398,3,Married,2,22,31,3,No,39,Yes,1
8,5,4,Analyst,11,1,4,Male,HR,1,1,10232,83,Single,3,22,15,2,No,9,Yes,3
0,2,5,Assistant,6,3,4,Female,Marketing,3,15,16505,56,Married,2,46,45,4,No,2,Yes,3
0,4,2,Executive,12,1,1,Female,IT,3,7,18658,9,Single,1,59,26,4,No,47,No,4
8,2,5,Analyst,14,3,3,Female,IT,1,15,11655,48,Single,1,57,34,3,No,10,No,1
2,4,1,Analyst,11,4,2,Male,Finance,3,10,3022,44,Divorced,2,52,33,4,No,14,Yes,4
5,4,2,Manager,8,1,4,Female,Sales,4,6,11880,46,Single,2,47,19,3,No,46,Yes,4
2,1,4,Assistant,8,2,4,Male,HR,3,16,4286,73,Divorced,1,20,29,1,No,47,Yes,2
1,5,3,Executive,5,1,3,Male,IT,4,14,6860,27,Single,2,27,39,2,No,2,No,1
2,3,3,Manager,11,4,1,Female,Finance,4,12,13274,11,Single,3,56,49,3,No,35,Yes,4
9,5,5,Assistant,14,3,4,Male,Finance,4,17,13726,21,Married,2,51,69,3,No,49,No,2
3,4,1,Executive,7,2,2,Female,Finance,2,10,17290,63,Married,3,56,77,1,Yes,11,No,4
0,4,1,Analyst,1,4,4,Female,Sales,2,29,5377,84,Divorced,3,23,61,4,No,22,No,3
2,1,3,Analyst,5,2,1,Male,IT,2,10,19236,44,Married,1,49,81,4,Yes,9,Yes,4
6,2,5,Assistant,3,3,3,Male,Marketing,3,8,12696,14,Single,1,25,96,1,No,49,Yes,4
1,4,5,Manager,13,4,1,Female,Marketing,1,25,16704,79,Divorced,3,38,78,4,No,45,No,4
6,4,4,Executive,4,2,4,Female,Finance,2,11,8392,63,Divorced,1,51,36,3,No,42,No,4
3,2,4,Executive,1,1,2,Female,Finance,2,27,15216,65,Divorced,1,28,94,4,No,44,Yes,2
6,3,4,Analyst,1,2,4,Female,Sales,2,18,12881,49,Single,3,31,93,4,No,6,No,2
2,2,2,Assistant,3,4,2,Male,Finance,4,13,14837,78,Married,3,30,83,4,No,13,No,4
6,2,5,Manager,4,2,3,Male,IT,3,20,9224,78,Divorced,2,35,91,3,No,33,No,2
9,2,5,Analyst,13,2,4,Male,Finance,3,16,11689,86,Single,1,20,88,1,No,35,No,2
6,4,4,Analyst,3,1,3,Female,Finance,3,27,4565,81,Married,3,40,94,1,No,5,Yes,2
2,3,3,Manager,2,4,1,Male,IT,4,23,7620,92,Married,2,49,16,2,Yes,35,No,3
5,1,4,Executive,11,4,4,Male,HR,1,14,15408,42,Divorced,1,32,39,1,No,38,Yes,3
8,1,2,Executive,7,2,4,Male,Marketing,1,12,15509,32,Single,1,53,75,2,Yes,36,Yes,1
6,1,3,Assistant,10,1,4,Male,Finance,3,13,7956,92,Married,1,23,19,4,Yes,8,Yes,2
4,5,5,Analyst,9,2,4,Female,IT,1,27,9765,36,Single,1,47,42,1,Yes,20,Yes,1
0,5,2,Assistant,11,3,4,Male,Marketing,3,13,14911,16,Married,3,57,95,4,No,18,Yes,3
7,1,2,Executive,3,4,1,Male,Sales,4,16,18467,25,Divorced,2,50,80,4,Yes,10,No,1
3,3,3,Manager,9,4,1,Male,HR,4,1,18696,42,Divorced,4,46,29,4,No,44,Yes,1
1,2,4,Executive,8,1,4,Male,Finance,4,24,9670,57,Married,4,24,69,3,No,28,No,4
8,2,4,Executive,5,4,1,Female,HR,3,12,17530,8,Single,2,44,52,2,No,2,No,3
2,4,1,Analyst,14,1,3,Female,Finance,2,9,13500,20,Married,3,22,37,2,No,25,Yes,1
5,4,3,Executive,11,4,2,Male,Finance,1,13,16527,64,Single,3,52,96,3,No,1,No,3
2,4,4,Assistant,12,1,4,Female,Finance,2,13,15036,62,Married,4,23,28,4,No,27,No,2
6,2,2,Manager,6,2,1,Female,HR,2,8,16210,72,Divorced,1,44,46,3,No,7,No,4
1,5,4,Analyst,1,1,4,Female,Sales,4,18,6184,26,Single,2,39,58,1,No,34,No,2
3,5,4,Manager,13,3,1,Female,IT,3,24,8748,77,Divorced,3,53,84,2,No,37,Yes,2
9,1,2,Assistant,6,3,2,Male,IT,1,24,11531,35,Single,3,45,96,4,No,42,Yes,4
8,4,3,Assistant,9,2,1,Female,Sales,2,18,13286,58,Married,2,24,72,4,No,10,No,2
7,5,1,Executive,7,1,4,Female,Sales,2,27,7925,94,Divorced,4,54,18,4,No,36,Yes,3
7,4,4,Assistant,9,2,1,Male,Finance,1,9,16100,45,Divorced,2,47,76,4,No,35,Yes,2
7,2,4,Executive,5,3,3,Male,Finance,4,1,19872,98,Single,2,48,74,3,No,38,No,4
6,3,4,Analyst,14,4,2,Male,IT,2,7,12537,29,Single,1,28,89,2,No,10,No,3
5,4,3,Manager,5,2,2,Male,Finance,2,13,11982,81,Single,4,57,73,2,No,16,No,3
7,1,2,Executive,5,3,1,Female,Finance,4,15,14708,16,Divorced,2,25,89,1,No,20,Yes,4
6,3,2,Executive,6,3,2,Male,Sales,4,2,15380,80,Married,2,38,43,2,Yes,34,Yes,4
0,3,2,Analyst,14,2,2,Female,HR,4,24,8277,51,Single,4,30,33,1,No,10,No,4
5,5,2,Assistant,4,3,3,Female,Marketing,2,8,15425,46,Married,2,21,31,4,No,9,Yes,4
7,3,2,Executive,10,3,3,Male,Marketing,4,20,9433,91,Single,4,28,18,2,Yes,47,No,2
4,1,2,Assistant,14,3,4,Male,Finance,4,24,17400,87,Married,3,40,58,2,No,24,No,1
5,5,4,Executive,14,1,4,Female,Finance,1,5,10941,36,Single,2,43,18,2,No,5,No,3
1,3,4,Assistant,9,3,3,Female,Marketing,1,9,16248,98,Married,4,53,73,1,Yes,38,No,2
1,3,2,Executive,7,2,3,Male,Sales,4,17,19260,91,Divorced,2,41,26,1,No,5,Yes,4
1,1,2,Manager,3,4,3,Male,Marketing,4,29,4273,13,Single,1,22,61,2,No,45,Yes,4
5,5,3,Manager,10,1,3,Male,Marketing,4,21,3538,35,Single,3,31,21,3,No,44,No,3
4,5,3,Manager,7,4,4,Female,Marketing,3,14,14945,34,Divorced,2,47,99,3,Yes,13,No,3
5,3,5,Executive,11,1,4,Female,Finance,2,29,7212,57,Single,2,49,26,3,No,46,Yes,3
5,1,4,Assistant,3,2,4,Male,Finance,4,9,3485,49,Single,1,45,85,4,No,6,Yes,4
3,2,2,Analyst,3,4,3,Female,Marketing,1,15,3783,5,Divorced,1,40,68,3,Yes,28,No,4
6,1,4,Analyst,4,3,3,Male,Finance,1,22,14251,61,Divorced,4,47,72,4,No,37,No,2
8,3,5,Analyst,12,2,3,Female,Marketing,3,20,5924,61,Married,2,45,77,3,Yes,5,Yes,1
6,3,3,Manager,2,2,2,Female,Sales,3,1,11061,37,Divorced,2,52,29,4,Yes,2,Yes,4
5,2,5,Manager,8,4,3,Male,Finance,1,13,10289,84,Divorced,1,40,51,2,No,49,Yes,3
2,2,1,Manager,13,3,1,Male,HR,1,10,6532,91,Single,1,54,70,4,No,28,Yes,1
5,5,3,Assistant,12,4,2,Male,Finance,2,12,7524,8,Divorced,2,53,87,3,No,19,Yes,3
7,3,4,Manager,1,3,3,Female,Sales,1,14,3969,12,Single,2,37,94,3,Yes,44,Yes,1
7,5,3,Assistant,10,1,2,Female,Sales,3,6,11551,79,Divorced,4,30,45,2,No,4,Yes,1
3,3,5,Assistant,1,4,4,Male,Finance,3,11,3918,22,Divorced,1,42,29,3,No,28,Yes,1
4,1,2,Assistant,11,1,2,Female,IT,3,23,19551,95,Married,3,41,16,1,No,26,No,2
3,4,5,Executive,1,3,3,Male,Marketing,3,7,18802,32,Divorced,1,36,27,3,No,22,No,2
1,5,5,Analyst,4,3,2,Female,Marketing,2,25,14031,53,Divorced,2,24,19,3,Yes,22,Yes,1
4,5,2,Assistant,1,2,1,Male,Sales,4,20,16661,44,Single,2,30,62,2,No,18,No,3
0,5,4,Analyst,3,3,3,Female,Finance,1,4,7783,47,Single,3,49,47,4,No,38,Yes,1
1,4,4,Assistant,7,4,3,Female,IT,4,21,7493,84,Married,4,34,46,1,No,10,Yes,1
6,4,3,Assistant,3,4,4,Female,HR,2,12,15009,67,Divorced,1,46,67,2,No,36,No,4
4,2,5,Manager,12,3,2,Female,Marketing,2,25,4973,60,Single,1,54,35,4,Yes,9,No,2
9,3,3,Analyst,2,3,3,Male,IT,2,2,13900,98,Divorced,2,52,80,1,No,22,No,3
7,1,2,Assistant,13,4,1,Female,Marketing,4,20,19481,51,Married,1,39,75,2,No,22,No,1
5,5,1,Analyst,14,4,3,Male,Finance,2,14,5206,45,Single,3,35,68,2,No,26,No,4
7,2,4,Manager,10,3,2,Male,Marketing,4,9,3086,43,Single,3,53,89,1,No,2,Yes,4
1,5,2,Assistant,13,3,3,Male,HR,3,22,12958,74,Married,1,21,55,1,No,47,No,2
7,3,4,Manager,6,4,1,Male,Finance,2,14,14383,48,Divorced,3,54,52,1,No,6,No,4
8,4,3,Assistant,8,2,2,Female,Sales,4,6,9315,36,Single,1,59,47,1,Yes,14,No,4
7,3,1,Manager,4,3,2,Male,IT,2,23,6677,40,Single,2,47,22,3,No,25,No,1
6,3,5,Manager,12,2,4,Female,Marketing,1,5,17570,21,Married,2,58,50,3,No,48,No,4
7,3,4,Executive,4,4,1,Female,Finance,4,20,10645,41,Married,4,25,47,4,No,26,No,1
1,2,5,Assistant,11,2,1,Female,Finance,2,27,15408,57,Married,2,28,43,3,Yes,49,No,2
5,3,3,Assistant,2,1,3,Female,Marketing,3,19,15784,51,Divorced,1,39,71,4,No,19,Yes,4
6,3,4,Assistant,5,2,4,Male,Sales,2,18,11326,52,Divorced,2,20,86,1,No,40,No,4
8,3,3,Analyst,10,1,4,Female,Marketing,3,7,9212,48,Divorced,2,27,75,4,Yes,34,Yes,3
2,1,5,Executive,13,3,4,Male,Sales,3,21,13437,12,Married,4,42,69,3,No,6,Yes,1
5,2,3,Analyst,8,1,3,Female,Marketing,1,1,9960,61,Single,4,22,66,3,No,2,Yes,2
7,2,3,Assistant,1,4,1,Female,Finance,1,20,16156,35,Divorced,2,23,57,3,No,20,Yes,1
3,1,3,Executive,2,3,4,Male,HR,1,9,8439,51,Married,1,44,40,3,Yes,5,Yes,3
4,2,2,Manager,1,3,2,Female,HR,3,8,6265,40,Divorced,3,57,16,1,No,49,Yes,1
1,5,2,Executive,4,1,1,Female,Finance,4,11,4968,36,Single,4,34,69,2,No,27,Yes,2
9,2,4,Manager,7,4,1,Female,HR,2,7,10513,18,Single,1,40,32,1,No,15,No,3
6,2,3,Assistant,11,4,4,Female,Sales,2,21,10091,57,Married,4,54,64,2,Yes,36,No,1
7,3,3,Assistant,3,4,1,Female,Finance,1,17,16939,23,Single,1,33,95,1,No,9,Yes,1
5,1,3,Manager,8,4,1,Male,Sales,2,28,4224,62,Married,2,55,59,1,No,26,No,2
8,4,2,Executive,6,2,3,Female,Finance,4,21,10812,99,Married,3,31,29,3,No,7,No,3
2,3,5,Analyst,2,4,3,Female,Sales,2,15,4187,54,Married,3,36,21,3,No,25,No,2
8,5,3,Executive,9,4,2,Male,Sales,2,8,19390,3,Married,4,58,95,1,Yes,37,Yes,1
8,2,1,Manager,9,3,4,Female,HR,2,20,5108,24,Single,3,28,97,3,No,28,No,1
8,3,4,Manager,13,1,2,Male,Finance,3,12,18711,60,Single,3,54,41,2,No,45,Yes,3
5,4,2,Analyst,7,2,1,Female,Marketing,4,5,15378,30,Single,4,32,54,4,Yes,1,Yes,1
8,5,5,Analyst,10,2,2,Female,HR,2,8,8637,20,Single,1,34,31,2,Yes,4,Yes,3
6,2,1,Analyst,8,3,1,Male,Sales,4,5,4308,93,Married,2,37,46,3,No,38,No,2
7,2,3,Manager,10,2,2,Female,Sales,3,14,4416,4,Married,3,52,30,3,No,37,Yes,2
7,4,2,Assistant,1,2,3,Female,Marketing,1,4,14402,67,Single,2,25,77,1,No,46,Yes,3
7,4,3,Executive,14,3,4,Male,Marketing,2,27,10782,95,Divorced,2,46,92,1,No,28,No,1
2,4,4,Analyst,6,4,2,Male,Sales,1,15,9102,4,Divorced,4,42,74,1,Yes,11,No,2
5,5,2,Manager,9,2,1,Female,Marketing,3,20,9030,15,Divorced,3,46,96,3,No,24,No,1
6,5,1,Executive,6,1,4,Male,IT,2,29,6002,90,Single,3,53,66,3,No,49,No,4
3,3,5,Analyst,3,4,2,Female,HR,4,22,14721,11,Married,4,57,94,1,No,33,Yes,3
3,4,5,Assistant,2,4,2,Male,Finance,4,10,5565,64,Married,4,33,63,3,Yes,42,Yes,1
6,2,4,Executive,8,4,2,Female,Marketing,4,17,5583,65,Divorced,1,55,63,4,No,10,Yes,2
1,1,5,Executive,11,2,1,Male,Marketing,2,4,13464,71,Divorced,4,27,94,2,No,13,Yes,2
7,2,5,Manager,4,1,2,Male,IT,2,1,13811,42,Married,1,54,40,2,No,2,No,2
5,4,4,Manager,12,2,4,Male,Finance,4,28,17107,97,Divorced,1,38,65,4,No,34,Yes,4
8,2,1,Manager,1,3,3,Male,IT,3,6,6918,24,Divorced,4,49,57,2,No,9,No,2
4,3,2,Assistant,8,2,2,Male,Finance,1,8,16869,97,Married,4,33,84,4,No,1,No,1
9,4,2,Executive,13,1,1,Male,HR,3,4,9511,45,Divorced,3,39,85,1,No,35,No,2
9,5,4,Analyst,1,2,1,Male,Marketing,3,24,17116,0,Divorced,2,44,23,4,No,4,No,2
0,1,3,Assistant,2,3,3,Male,HR,2,14,6213,77,Single,2,59,58,1,No,27,No,1
6,4,4,Analyst,1,4,4,Male,Finance,4,2,6887,31,Divorced,3,43,78,2,No,29,No,4
3,2,4,Analyst,8,2,2,Female,Marketing,2,5,4222,60,Single,2,33,16,4,No,2,Yes,1
9,2,4,Manager,3,4,1,Male,IT,3,15,16310,28,Married,3,45,50,2,No,3,No,3
3,4,4,Analyst,9,2,2,Female,Sales,1,19,8746,47,Single,2,57,17,4,No,18,No,4
2,5,5,Analyst,11,1,4,Male,IT,4,14,15878,82,Married,1,42,68,2,No,19,No,3
4,5,5,Assistant,12,4,1,Female,Sales,1,7,17432,93,Single,1,41,35,3,No,10,Yes,4
5,4,1,Manager,7,2,4,Female,IT,4,29,19175,22,Single,2,38,81,2,No,23,Yes,2
2,2,4,Analyst,6,1,2,Male,Finance,1,9,7983,68,Single,4,22,23,4,Yes,43,No,3
7,2,2,Analyst,11,3,3,Male,HR,1,1,13389,86,Divorced,2,38,26,2,Yes,48,No,3
1,5,3,Analyst,6,4,3,Female,Sales,3,24,16200,98,Divorced,1,28,86,1,No,20,Yes,1
6,2,5,Executive,10,4,3,Female,Finance,2,20,5535,52,Divorced,3,47,51,1,Yes,29,Yes,2
0,1,2,Executive,1,2,4,Male,HR,3,29,15406,70,Divorced,1,39,99,4,No,5,Yes,1
8,1,5,Manager,8,4,4,Male,HR,2,10,16453,94,Divorced,1,26,51,3,No,44,Yes,4
8,1,1,Assistant,10,3,2,Male,Marketing,4,11,3224,77,Single,3,33,81,2,No,44,Yes,1
4,1,3,Manager,11,4,1,Female,Marketing,3,21,10396,90,Divorced,1,28,70,1,No,48,Yes,3
1,3,5,Executive,3,4,4,Male,Marketing,2,12,5800,86,Married,1,38,99,3,Yes,29,Yes,3
5,1,3,Manager,3,3,3,Male,Sales,1,1,4280,25,Single,1,33,77,3,No,46,Yes,2
9,3,3,Assistant,3,1,3,Male,Sales,2,21,18714,70,Single,4,57,40,3,No,22,No,3
4,2,2,Manager,11,4,4,Male,HR,2,25,3521,20,Married,4,55,60,1,No,12,Yes,3
3,5,5,Analyst,9,2,1,Male,Sales,1,8,14874,87,Divorced,3,59,67,2,No,13,Yes,4
1,1,3,Assistant,5,1,2,Female,HR,1,24,5306,80,Married,2,36,74,4,No,25,Yes,3
4,1,4,Assistant,2,4,2,Female,Finance,1,6,10822,59,Single,4,49,46,2,No,23,Yes,3
7,1,3,Assistant,4,1,1,Male,IT,1,12,15858,54,Single,4,28,76,2,No,30,No,4
1,3,3,Manager,7,4,2,Male,HR,3,9,17184,72,Single,1,52,61,3,No,37,No,2
6,1,5,Manager,12,1,4,Female,HR,2,4,3942,78,Married,3,44,75,1,No,22,Yes,1
2,3,4,Analyst,10,2,1,Male,Finance,3,6,6931,67,Divorced,3,33,18,1,No,45,Yes,2
5,1,3,Assistant,1,1,3,Female,Marketing,1,3,12345,87,Single,2,30,16,2,No,38,Yes,3
3,5,5,Analyst,2,3,1,Male,Marketing,1,2,6749,94,Divorced,1,54,37,3,No,6,Yes,2
5,1,5,Assistant,8,4,3,Female,Marketing,4,25,7740,11,Single,1,33,69,2,No,49,No,4
1,3,3,Executive,8,4,4,Female,HR,2,21,19373,7,Divorced,2,49,55,2,No,1,No,4
9,5,1,Manager,3,2,2,Male,HR,4,27,18883,16,Married,2,23,82,3,No,6,No,2
4,2,1,Analyst,5,3,1,Female,Sales,4,18,15419,42,Single,2,23,51,4,No,25,Yes,2
1,2,2,Manager,8,1,1,Male,Sales,1,5,19791,8,Single,2,47,25,4,No,10,Yes,1
7,5,1,Manager,10,1,3,Female,IT,1,22,8272,16,Single,4,27,50,2,Yes,45,No,4
8,2,1,Executive,14,3,2,Male,IT,3,24,17617,15,Married,2,21,29,4,No,43,No,3
7,5,5,Executive,9,3,1,Male,Sales,3,21,11758,50,Married,2,41,81,4,No,9,No,2
0,1,5,Assistant,11,1,1,Male,HR,3,12,18103,34,Divorced,2,35,44,3,No,18,No,3
4,2,3,Executive,2,2,2,Female,Finance,3,2,17381,51,Married,1,48,71,1,No,49,Yes,3
3,4,3,Assistant,10,2,1,Male,Sales,4,29,15973,76,Single,2,49,76,3,Yes,37,Yes,4
3,4,5,Executive,8,1,1,Male,HR,1,23,14562,11,Divorced,3,31,47,4,No,32,No,1
6,5,3,Executive,3,1,2,Male,Sales,3,5,4979,93,Married,3,54,79,1,No,48,No,4
9,4,5,Analyst,9,3,2,Female,Marketing,2,29,10140,66,Divorced,4,30,15,2,No,34,No,4
9,5,1,Executive,5,4,4,Male,Sales,4,27,16476,68,Divorced,2,40,17,2,No,45,No,1
3,2,3,Analyst,5,4,4,Female,Marketing,4,18,5315,12,Divorced,1,40,23,2,No,9,No,2
0,5,1,Executive,11,3,2,Female,HR,4,28,11292,12,Single,4,24,46,4,No,36,Yes,1
2,5,2,Analyst,4,1,4,Female,Marketing,2,6,7756,27,Single,1,39,91,3,No,4,Yes,3
7,1,3,Manager,8,4,1,Male,Sales,2,11,9796,46,Married,2,56,59,3,No,31,Yes,3
9,2,5,Assistant,1,1,4,Male,Marketing,2,7,17314,43,Single,3,22,71,4,No,23,Yes,1
6,5,5,Executive,12,1,4,Female,Finance,4,16,14636,62,Divorced,3,52,35,1,No,6,Yes,2
1,2,2,Analyst,6,4,3,Male,Marketing,4,8,3032,68,Divorced,2,28,37,2,Yes,9,No,4
6,4,5,Executive,7,3,1,Male,Marketing,1,3,17533,19,Single,2,28,91,3,No,21,Yes,2
1,5,1,Analyst,8,1,1,Female,IT,3,11,11523,91,Divorced,4,23,40,2,Yes,31,Yes,2
5,4,5,Analyst,4,1,4,Female,Finance,2,20,7215,35,Single,4,54,86,2,No,45,No,3
7,1,2,Executive,12,4,4,Male,HR,1,28,19541,44,Divorced,1,36,44,4,Yes,40,Yes,3
2,1,4,Assistant,9,3,3,Female,Marketing,3,22,8044,81,Married,2,53,83,2,No,39,Yes,3
2,2,4,Analyst,12,4,4,Male,Finance,3,19,14114,56,Married,2,43,38,4,Yes,25,Yes,2
7,1,1,Manager,3,3,2,Female,HR,4,11,10846,86,Single,3,51,88,2,Yes,19,No,3
7,5,4,Executive,8,2,2,Male,Finance,1,22,8385,90,Single,1,20,97,1,No,18,Yes,2
9,2,5,Manager,10,3,4,Male,IT,3,9,5098,1,Single,1,27,78,1,Yes,21,No,3
5,4,2,Analyst,11,2,1,Female,HR,1,12,8454,41,Single,1,42,49,3,No,43,No,2
0,3,1,Analyst,10,2,2,Male,HR,1,16,5127,49,Single,4,59,36,4,No,23,Yes,3
2,1,4,Executive,5,1,4,Male,Marketing,1,5,5385,30,Divorced,3,31,53,3,No,48,Yes,2
9,5,5,Assistant,12,1,4,Female,Sales,1,2,15719,81,Married,4,31,69,3,No,13,No,3
6,4,5,Manager,5,4,4,Male,HR,3,10,19024,47,Divorced,4,34,21,1,Yes,5,No,2
1,3,3,Assistant,7,4,4,Male,HR,4,2,10762,86,Married,3,38,76,2,No,18,Yes,3
8,2,3,Manager,5,3,4,Male,IT,4,27,7426,79,Divorced,1,45,53,1,No,25,Yes,2
8,5,2,Assistant,7,1,4,Female,IT,4,23,4474,25,Divorced,2,48,34,3,No,46,No,3
1,3,1,Executive,9,4,1,Female,IT,3,4,16051,24,Divorced,2,41,70,1,No,12,Yes,2
5,5,4,Manager,12,3,2,Female,Marketing,3,25,8989,34,Single,4,59,80,2,No,5,No,4
1,4,4,Executive,5,1,1,Female,HR,1,25,10488,85,Married,4,40,29,4,No,12,No,2
0,4,5,Assistant,2,2,3,Female,IT,4,16,12240,72,Single,4,57,88,2,No,1,Yes,4
9,1,4,Assistant,10,2,3,Male,IT,3,6,19799,33,Single,3,39,35,2,No,49,No,4
8,4,2,Assistant,6,1,4,Male,Finance,4,10,8507,44,Divorced,3,48,93,4,Yes,29,Yes,2
4,2,3,Executive,9,3,2,Male,Finance,2,29,8782,22,Married,1,23,48,4,Yes,26,No,4
0,2,5,Analyst,13,2,4,Female,IT,1,21,16903,90,Married,4,26,49,2,Yes,33,Yes,4
6,5,1,Analyst,13,1,3,Male,Marketing,4,7,15646,73,Married,2,47,19,1,No,49,No,4
2,2,5,Manager,13,3,4,Female,Sales,2,5,10293,15,Married,1,47,70,2,No,17,Yes,4
5,4,4,Executive,14,1,2,Male,Finance,4,13,19672,3,Single,3,23,97,4,No,35,Yes,1
3,3,2,Executive,14,4,1,Female,Finance,1,9,5600,53,Single,2,41,21,2,No,35,No,2
2,2,1,Executive,9,4,2,Male,HR,2,9,17332,94,Married,3,31,67,4,No,4,Yes,1
5,4,5,Assistant,12,3,1,Male,HR,3,23,9053,67,Single,3,22,58,4,No,21,No,2
7,4,4,Executive,13,3,1,Female,IT,4,15,3716,52,Married,3,41,72,2,No,35,Yes,2
5,5,5,Analyst,14,2,4,Male,HR,3,4,8323,13,Single,4,21,56,4,No,9,Yes,4
